No.;Time;Comment;Scramble;Date;P.1
604;21.95;;B' L' U' D F' L' B' D U2 F' D2 B' L2 D2 F U2 F R2 D2 R';2025-11-08 21:05:29;21.95
605;17.46;;F' D U2 L2 D B2 F2 D2 F2 U' F2 L' B' D2 R' U2 F U B D2;2025-11-08 21:06:07;17.46
606;16.69;;D2 L2 U2 L B2 R F2 R B2 R' D2 L D F' U' B' L2 R2 U L';2025-11-08 21:06:44;16.69
607;19.04;;B2 R' F L2 U2 B' D2 R2 B F2 L2 F U2 D' F U2 L F' D' B;2025-11-08 21:08:57;19.04
608;18.26;;R D2 L' D2 F2 L' R' B2 U2 B2 R2 U' L B2 F U2 L U B L';2025-11-08 21:09:36;18.26
609;16.57;;L' D2 L F2 U2 R' F2 R D2 R2 U2 L2 B D' L B' U2 F' U R2 U;2025-11-08 21:10:25;16.57
610;17.86;;F2 D2 F' D2 B D2 L2 U2 F' D2 U' F L D' L' R' U' F D';2025-11-08 21:11:09;17.86
611;27.83;;L2 B2 R2 D2 F2 R' B2 F2 L F2 L' B' R D U L' B' D L' D2;2025-11-08 21:11:49;27.83
612;17.72;;B' D2 F' U2 B2 D2 R2 B D2 F' L2 U2 R B L' D' B F R' U' B;2025-11-08 21:12:40;17.72
613;19.23;;U B2 D' F2 L2 R2 U' L2 U B2 D' L2 F D R F L2 D' F2 R';2025-11-08 21:13:18;19.23
614;15.17;;F2 R F2 L F2 D2 U2 L2 U2 L' D2 U2 B U2 B' L' D L2 B' L' R2;2025-11-08 21:13:59;15.17
615;23.05;;L B2 D2 L2 B D2 U2 F R2 U2 F R2 D' F D2 F L' B L R';2025-11-08 21:14:34;23.05
616;17.20;;U F2 D' F2 R2 B2 U L2 F2 U L' B2 F D B L2 U2 L D2;2025-11-08 21:15:37;17.20
617;19.35;;L2 D F2 U' B2 U R2 U' B2 U2 F' U' R' D' U R2 F U2 R B;2025-11-08 21:16:15;19.35
618;13.50;;L' D' B2 D' L2 B2 D2 R2 D' R2 D' B2 D R' B2 L' B' F2 D' F L;2025-11-08 21:16:53;13.50
619;12.40;;U2 R B' D' F R' U F' B' L2 F' R2 D2 F R2 U2 D2 B U2 R F;2025-11-08 21:19:40;12.40
620;15.84;;F' L' D2 R' B2 U2 R2 F2 D2 L' R D L2 F D' B U' B L';2025-11-08 21:20:11;15.84
621;19.49;;F2 R F2 D' R2 F2 L2 D2 B2 R2 D2 U2 F R2 U F' R B F2 L';2025-11-08 21:20:52;19.49
622;15.84;;L2 R2 F' D2 B2 L2 D2 F' R2 D2 R2 F2 U' L' U2 B2 D' R' U2 L2;2025-11-08 21:21:31;15.84
623;15.97;;B2 U2 L' F2 R2 F2 D2 L' R' D L' B2 F' L' B D2 L' R;2025-11-08 21:22:09;15.97
624;18.87;;U' B2 D2 R' U2 L F2 L2 D2 R D2 R2 F' R' B F2 L' U' R U';2025-11-08 21:23:05;18.87
625;22.17;;F2 D' B2 D2 F2 R2 L B U F' D2 B' D2 F R2 U2 R2 D2 B' R2;2025-11-08 21:23:44;22.17
626;17.91;;U L' D2 F2 D2 U R2 D' B2 R2 U' L2 U' F' L D U2 F2 R' D2;2025-11-08 21:24:31;17.91
627;19.32;;R2 U B2 L2 D L2 R2 F2 L2 D U2 R' B' L2 F2 U' L' U F' U F2;2025-11-08 21:25:14;19.32
628;17.14;;F2 D F2 U' R2 D B2 D2 F2 U B2 U' R B' U2 L B2 R2 U R2 U;2025-11-08 21:25:58;17.14
629;17.64;;L2 B U2 B2 L2 F2 L' B2 L B2 F2 D2 L' R2 B F2 D R U' L' B';2025-11-08 21:26:34;17.64
630;19.15;;F2 L U F R D B L D2 L2 D2 B' R2 B L2 F2 L2 D2 B D;2025-11-08 21:27:13;19.15
631;17.36;;L2 U F U R L U B' L U' D2 F2 R2 F' D2 F2 L2 F D2 L2 U2;2025-11-08 21:27:50;17.36
632;22.31;;B D2 F' R2 U2 F' L2 F D2 B' L' F2 U R' B D2 R B L F';2025-11-08 21:28:31;22.31
633;19.07;;F2 D' R2 U' R2 U2 B2 U2 B2 R B2 R D' R2 F L' B2 D U;2025-11-08 21:29:10;19.07
634;22.15;;D2 R2 F2 D' L2 U B2 F2 U B2 D2 B' D' F2 R B' D' R B' U;2025-11-08 21:30:49;22.15
635;17.50;;F' U' B' L D R U' B' U F2 B2 U D' F2 D' F2 B2 R2 U' F';2025-11-08 21:32:05;17.50
636;22.64;;D2 F L2 B' R2 U' F2 L' B U D2 B2 R2 D F2 R2 F2 D2 R2 U' R2;2025-11-08 21:32:51;22.64
637;14.28;;U2 D R2 U2 F' R D' L F2 B2 U' L2 U' F2 D' R2 L2 U2 F';2025-11-08 21:33:29;14.28
638;22.65;;U R2 F' B' L2 U2 F' U' R B' L2 F2 R2 U2 B R2 L2 F' U2 F2;2025-11-08 21:34:05;22.65
639;20.94;;D2 L U B L F U' R F U R2 L2 D L2 B2 D2 R2 U' F2 D';2025-11-08 21:34:54;20.94
640;18.06;;U' B' D B2 U' R2 D B2 F2 D B2 L2 B2 U2 L F' D L F2 U L2;2025-11-08 21:35:42;18.06
641;23.35;;B U' B' U' L' B2 U' F' U2 F2 U R2 F2 R2 L2 U F2 U R2;2025-11-08 21:36:24;23.35
642;19.04;;F2 U B' U2 L F' R2 B F2 L2 D2 B2 U2 R D2 L2 B2 R B2 U2 D;2025-11-08 21:37:26;19.04
643;14.52;;U' R D2 R U2 B2 R U2 R' D2 L' U2 F D U' R' B' L F';2025-11-08 21:38:03;14.52
644;13.72;;F2 R2 D2 F2 U' F2 L2 U2 F2 R2 D L2 B' U R' D2 F' L2 U L F2;2025-11-17 22:13:53;13.72
645;14.41;;F D2 U2 B2 L D2 L2 R' B2 D2 R2 U R' F L U2 F2 D' L' D2;2025-11-17 22:14:24;14.41
646;21.00;;R F U L B U' B' U' D F2 U2 L F2 L' B2 R' F2 D2 L' U2;2025-11-17 22:15:20;21.00
647;23.50;;L B L2 D L' F D' R2 D2 L' U2 L U2 F2 R2 B2 R' D2 B U;2025-11-17 22:15:54;23.50
648;17.10;;D' B' R' L U' F' D2 R B' F2 R2 D' B2 L2 F2 R2 U F2 D2 L2;2025-11-17 22:16:33;17.10
649;19.16;;B2 F D2 L2 D2 L2 F' D2 B2 U F' D U2 F L' U' L2 R;2025-11-17 22:17:15;19.16
650;19.34;;U2 B R2 D' F' U D' R F L' D2 L2 D2 R U2 L' F2 L F2 D2;2025-11-17 22:17:47;19.34
651;19.14;;L B L' B2 F' L2 B' U2 F D2 F2 D2 U2 L2 U' B' L' D B' R D';2025-11-17 22:18:48;19.14
652;18.46;;D' L2 B D R2 F' R' B2 R2 B2 U' R2 D F2 U' L2 B2 U2 B R2;2025-11-17 22:19:29;18.46
653;20.31;;L2 U' D' L' B U R' U' R' L2 D L2 B2 D' F2 R2 D' R2 F2 D2;2025-11-17 22:20:33;20.31
654;22.89;;U F' R2 U' L' F R2 D' L' B2 D L2 U' F2 B2 L2 U2 B2 U2;2025-11-17 22:21:29;22.89
655;14.37;;U2 R' L2 D' B2 D' F2 D2 L2 R2 U' B U L' D2 R' U2 B U2;2025-11-17 22:22:23;14.37
656;19.67;;F' U2 R D L U2 B U2 F2 L D2 R F2 B2 U2 L' B2 D2 L2 U;2025-11-17 22:22:58;19.67
657;20.27;;R2 D R2 B2 R' D2 R2 D2 B2 F2 L' B2 D2 U2 F' L2 R D' B U R2;2025-11-17 22:24:11;20.27
658;16.85;;L2 D B2 L2 D' U2 B2 U R2 D2 B' L R U B' L2 R B' D2 U;2025-11-17 22:24:49;16.85
659;19.03;;D F2 L2 U B2 D L2 D' R2 F2 D F' R' U R U2 B' L' F D' R';2025-11-17 22:27:53;19.03
660;21.93;;U F' L' R' F2 L' F2 U2 R F2 R' U2 B2 U' B2 L B R' F2 R';2025-11-17 22:28:28;21.93
661;14.65;;B2 L' U2 R2 F2 R' U2 L2 D2 B2 R F2 B' U R' U' L2 B' D2 L' R2;2025-11-17 22:29:11;14.65
662;15.29;;L' F L2 B R' U' B' R2 B2 U2 F2 R2 F2 U L2 D R2 B2 U R B;2025-11-17 22:29:43;15.29
663;24.69;;B D2 L2 F2 D2 F2 R2 B2 U2 R' F2 R U' L2 F' R' B U L D2;2025-11-17 22:30:33;24.69
664;26.39;;R' B2 F2 D2 R D2 R' U2 R' B2 D2 R' U' R F' U' B F2 D' R2 U2;2025-11-17 22:31:10;26.39
665;17.57;;D R B' U' R L2 U' R' L' F2 R' D2 F2 D2 B2 L' U2 L' U R';2025-11-17 22:31:51;17.57
666;16.34;;D2 R' B' R2 F2 D' L2 D2 L2 B2 D' F2 U R' F D' B' U' L2 D2;2025-11-17 22:32:27;16.34
667;20.76;;R B2 R2 U' B2 R2 D R2 U L2 U R2 U' R' D2 L D' L' R2 F' R';2025-11-17 22:33:03;20.76
668;19.26;;R2 B2 F2 U' F2 D2 U B2 R2 D L' F' L2 U2 B' R2 B2 U F R';2025-11-17 22:33:35;19.26
669;16.28;;L2 D B2 D2 U B2 U2 R2 B2 L2 F2 R B2 U2 R' B R' D2 L' B2 R2;2025-11-17 22:34:11;16.28
670;20.49;;F2 L2 R2 D B2 D2 U' B2 U' B2 U' F' L2 F L' B L2 R F L;2025-11-17 22:35:18;20.49
671;15.64;;L2 D2 B2 L U' F D2 R' F' L2 F U2 L2 U2 F2 R2 B' U2 F' D;2025-11-17 22:36:03;15.64
672;20.15;;U F2 B' R U' R2 D' L' D2 R2 L2 B2 U2 B D2 F' U2 B D;2025-11-17 22:36:38;20.15
673;21.74;;R' F' D U L2 D' B2 L2 R2 U' B2 U2 L' B' L R2 F R U2;2025-11-17 22:39:29;21.74
674;17.13;;F L2 B' L' D2 L' D2 F2 D L' U2 R' B2 U2 B2 R' D2 F2 R' B2;2025-11-17 22:40:45;17.13
675;14.61;;D' L' B2 U' R2 B2 L2 U L2 D' B2 U2 F L' D R B L2 U R';2025-11-17 22:41:24;14.61
676;19.12;;L' U' B2 F2 D U2 F2 R2 D F2 L' F R B2 F D' R2 D;2025-11-17 22:42:03;19.12
677;18.34;;B' U2 L2 U2 L2 B F2 D2 B' U2 R2 F' L' D F2 D' U L' B2 U;2025-11-17 22:42:57;18.34
678;15.22;;F D F' D' L' F2 B R' D2 R' F2 R' U2 B2 L' U2 F' R2;2025-11-17 22:43:41;15.22
679;18.22;;R2 D' L2 D' R2 D' L2 D R2 U' F2 U2 L R' B F' R' B2 U' B L;2025-11-17 22:44:11;18.22
680;22.95;;F2 D R B2 R F2 R' U2 R2 D2 L2 F2 D' L' B' F2 U F' L2;2025-11-17 22:44:50;22.95
681;16.19;;U2 L' D2 B2 R' F2 U2 R2 D2 L D2 B' D2 U2 R' B' F L F';2025-11-17 22:45:32;16.19
682;20.31;;B D' F' R B L2 B D B' R2 F D2 R2 B R2 U2 D2 F' L2 F L;2025-11-17 22:46:04;20.31
683;23.70;;B D' L2 F2 D L2 U2 L2 F2 D2 F' R' U F D U2 B2 L';2025-11-17 22:46:50;23.70
684;19.59;;F2 D2 R2 B2 D' R2 U2 L2 D' B2 U' F L' R2 D B' R' D2 L' U' F;2025-11-17 22:47:33;19.59
685;14.79;;R' U B' U2 L2 D2 R2 B2 D2 B2 F L2 D2 B' L' F R2 D2 U' B2 D;2025-11-17 22:48:09;14.79
686;14.38;;D' U2 L' R2 B2 F2 R' B2 R D2 U2 F' L' U' F D B2 U' L' R;2025-11-17 22:48:41;14.38
687;21.59;;B F2 D' F2 R2 U2 R2 D' L2 D R D' B U L' F' R' D;2025-11-17 22:50:29;21.59
688;18.48;;D2 F' R2 U2 B2 U2 R2 B D2 B' R2 L' U' B L2 D R D2 F R2;2025-11-17 22:51:23;18.48
689;15.33;;D F2 U' R2 F2 U B2 U F2 D2 B' D2 L R' F2 L' F U' B2 U;2025-11-17 22:51:54;15.33
690;23.36;;R' F' R2 F' L2 R2 F R2 B' L2 F L2 D' R2 F' D F2 L' R' F;2025-11-17 22:52:54;23.36
691;16.87;;U' F2 R D' F U D' F' L F2 D2 R' U2 L B2 D2 F2 U2 L F2;2025-11-17 22:53:32;16.87
692;19.01;;R' D2 U2 R2 B' D2 L2 B' U2 R2 F U2 F D B' U R' B R2 U' B;2025-11-17 22:54:28;19.01
693;19.12;;L U2 R' U2 L2 F2 L U2 F2 L' F2 R B' F2 L U L' U L2 F' D;2025-11-17 22:55:14;19.12
694;16.71;;U' B2 R2 D2 B F2 R2 U2 B' R2 U2 L' D L2 U L' D2 R' D';2025-11-17 22:55:48;16.71
695;19.78;;F2 U L' U' D2 F' R' L U B2 U2 R2 U L2 U' R2 U2 B2 L2 U;2025-11-17 22:56:19;19.78
696;16.94;;B D R U2 L' D F' D B R2 L2 B D2 F R2 F R2 F2 U2 R;2025-11-17 22:57:03;16.94
697;20.99;;B R' B2 D F2 U R2 B2 D L2 F2 D' L2 B R2 U' R B D' U;2025-11-17 22:57:34;20.99
698;13.97;;F L F2 U2 F' R2 U2 F' U2 L2 U2 L2 B2 F2 U' L F2 D L2 B2 D';2025-11-17 22:58:15;13.97
699;15.46;;F2 U' R2 F2 U' B2 F2 R2 D R2 U2 B' D U F' U L R D2 U F;2025-11-17 22:58:47;15.46
700;22.88;;F' L U F' L2 R2 F D2 F' D2 U2 F' R' F' L D F' U2 F';2025-11-17 22:59:17;22.88
701;16.85;;D L2 U2 B F U2 F L2 U2 F' R2 D2 F2 R' F D R F2 U' L D2;2025-11-17 23:00:02;16.85
702;19.43;;U F2 D' F2 R2 U' B2 D' R2 U2 R2 B D R U2 F2 R' F L B R2;2025-11-17 23:00:31;19.43
703;15.80;;D' R2 F U2 F2 D F' R F D2 L B2 D2 L' B2 R B2 U2 R2;2025-11-24 00:08:52;15.80
704;19.46;;R2 U2 F2 R2 D' F2 D' F2 R2 D' U' F L2 B2 D' R D' R U2;2025-11-24 00:09:29;19.46
705;23.02;;F R2 U B2 U B2 F2 U2 R2 F2 D' L2 B2 R F2 L' D B2 F' L2 F';2025-11-24 00:10:07;23.02
706;15.26;;D2 L' D2 F' U2 L2 F2 R2 U2 B2 D2 B' U' F' U L B' L F;2025-11-24 00:11:26;15.26
707;17.50;;F' L2 U' L2 F2 D' L2 F2 D' B2 U L' B' L U' F L U F';2025-11-24 00:12:17;17.50
708;20.71;;B2 U' R L U2 B2 D R' F U2 L2 F2 L2 U F2 D' F2 R2 D2 L2;2025-11-24 00:12:51;20.71
709;14.46;;L' F2 U F2 D' L2 F2 L2 D R2 U' L2 F U R' B' F2 D' U F';2025-11-24 00:13:35;14.46
710;17.13;;U L2 F2 U L2 U2 L2 F2 U B2 U R F2 U L' R U2 F' D2 L' F';2025-11-24 00:14:05;17.13
711;22.22;;F' R' D2 B' U2 F R2 B U2 L2 B' D' R D2 L2 D B2 U';2025-11-24 00:14:36;22.22
712;15.71;;B U F2 L' U' F' D R' U2 R2 U' F2 U F2 R2 D B2 R2 D';2025-11-24 00:15:16;15.71
713;17.63;;D' L U' R2 D' L2 D' L2 F2 U' F2 R2 D F' D L' U R' U2 L';2025-11-24 00:15:47;17.63
714;25.01;;D2 R U2 L B2 U2 L D2 R2 U2 B2 R F' U' B D B' R2 B' U;2025-11-24 00:16:19;25.01
715;22.74;;R' B2 U' D' R U2 B U2 L' U' F2 U2 L2 U2 R2 D' F2 U B2;2025-11-24 00:17:43;22.74
716;13.70;;U2 B F2 L2 D L2 D2 R2 U R2 U' B2 U R' F' U' L2 F2 U2 R D';2025-11-24 00:18:19;13.70
717;16.78;;F2 R B2 R2 U2 B2 L2 U' L2 D2 F2 L2 F D' U' R' U B' L' R2;2025-11-24 00:18:49;16.78
718;15.63;;L2 B' R D' B' U D B' D U2 F2 L' F2 L' F2 L' D2 F2 R' U2 D2;2025-11-24 00:19:24;15.63
719;23.66;;L' B2 F2 L' B2 R' B2 R U2 F2 R B' U L2 D B2 L B L' F' L';2025-11-24 00:20:00;23.66
720;23.49;;L2 R2 D' R2 D2 R2 B2 R2 U L2 U' F' R B D L D R2 F U;2025-11-24 00:20:40;23.49
721;24.61;;D L F2 D' F U' R2 D R' B' U2 F' U2 D2 B' U2 F' L2 U2 L2;2025-11-24 00:21:18;24.61
722;18.34;;R U2 D' B' R' F' B D2 L' U D L2 D' B2 D F2 B2 D L2 B2 R2;2025-11-24 00:22:01;18.34
723;22.21;;R2 D' U2 F' L2 B' D2 B2 D2 U2 R2 U2 B2 F' D' U2 R F2 D' B R';2025-11-24 00:22:57;22.21
724;21.74;;L2 B2 D R2 U2 F2 D F2 D' B2 R2 L' D' F' U2 L2 U' R' B' F2 U;2025-11-24 00:23:42;21.74
725;23.56;;U' R2 U2 R2 B2 L2 D R2 B2 U' B L2 R2 B U' L' D R B;2025-11-24 00:46:39;23.56
726;24.25;;R2 B2 D2 B2 F2 D' R2 U F2 L2 U L' B' D F' U2 L B2 D2 R';2025-11-24 00:47:17;24.25
727;17.89;;B U B R' F' D B' R2 F D2 B2 R2 U R2 U' L2 U2 F2 D;2025-11-24 00:47:55;17.89
728;19.16;;L' F B2 D F2 D R2 U B2 R2 U2 L' D' F U B F' L' D2;2025-11-24 00:48:29;19.16
729;20.14;;F2 U2 L D' R F L F2 D' B U2 R2 B L2 F D2 B D2 B';2025-11-24 00:49:24;20.14
730;24.33;;F' L2 U2 F' L2 F2 R2 U2 B R2 D2 B' L F L R D R2 U F D2;2025-11-24 00:50:00;24.33
731;21.45;;U' F2 U2 F2 L B2 F2 D2 L' B2 U2 D B2 L' F' L D U B';2025-11-24 00:50:49;21.45
732;16.27;;U2 B2 D' F2 U2 L2 B2 U2 R2 F2 D' F' L' F2 D2 R2 B2 L' U' F;2025-11-24 00:51:40;16.27
733;19.80;;D F2 L F' D2 B D2 U2 B R2 B F2 D R' B2 L' F2 D F';2025-11-24 00:52:10;19.80
734;16.46;;B D' B R2 D' U2 R2 U' B2 U B2 U R2 B D U2 L D' R F;2025-11-24 00:52:48;16.46
735;16.83;;B2 F2 D2 R D2 L U2 L D2 R F2 R' D' L2 R D2 F' L' D' U';2025-11-24 00:53:27;16.83
736;19.25;;F R U F D F2 R F2 D2 R2 B U2 B2 L2 B L2 B' D2 R' B;2025-11-24 00:54:18;19.25
737;18.72;;F U B2 R2 F2 L2 D' B2 D' F2 U R2 L F2 U' L' D' R' U B' D';2025-11-24 00:55:01;18.72
738;16.94;;F U' D' F' R L2 B L D F' U R2 F2 L2 B2 D R2 B2 D2 R2 B2;2025-11-24 00:55:32;16.94
739;18.88;;U R2 B2 L2 U' R2 D L2 D2 B2 U' F R B F D2 F D U L';2025-11-24 00:56:01;18.88
740;19.26;;R F U' R' D2 R F2 U' F R2 U L2 F2 R2 D B2 D R2 D2 B2 U';2025-11-24 00:56:42;19.26
741;14.00;;U D R2 U2 B2 R' U L' D2 F' U2 R2 B U2 F D2 L2 F L2 D;2025-11-24 00:58:54;14.00
742;21.47;;R D' F R D' L2 U F' U B2 L' U2 R2 F2 R B2 U2 B2 D2 L2;2025-11-24 00:59:27;21.47
743;20.57;;D F2 D' R2 D L2 U L2 D2 F2 U' L2 F' R' D B L' B' D2 F2 R2;2025-11-24 01:00:34;20.57
744;17.64;;R2 L B D' R2 L' B L2 D2 L' F2 R2 B2 D2 R F2 R' F2 L U F2;2025-11-24 01:01:23;17.64
745;18.82;;R' U2 R' L D R2 F B' R U R2 B R2 U2 F U2 F2 D2 B R2;2025-11-24 01:02:06;18.82
746;18.59;;L D2 B2 R2 U2 L F2 D2 R' U2 R2 U L2 F L2 U2 R' U R2 F U';2025-11-24 01:03:29;18.59
747;16.93;;F2 U' F' L2 F2 L2 U2 R2 F D2 B2 D2 L2 R D B' F' L U F2;2025-11-24 01:04:01;16.93
748;14.08;;R2 U2 F R U' F' D' F U F2 B2 U' B2 R2 U' L2 B2 R2 D L2 B';2025-11-24 01:04:36;14.08
749;18.49;;R' U2 L2 B2 D2 F2 D2 L2 U' R2 D L' U F D R' B R' D2 U;2025-11-24 01:05:08;18.49
750;16.76;;L' D' B2 U L2 F2 R2 D' L2 D2 B D2 F' D2 U F L2 R';2025-11-24 01:05:41;16.76
751;22.52;;U F2 L2 F' L F B2 D' R' L2 U' D2 F2 U D L2 B2;2025-11-24 01:06:10;22.52
752;16.99;;F2 U F L2 R2 F2 R2 D2 F' R2 U2 B' D2 F2 D L' F' R2 B' D L';2025-11-24 01:06:50;16.99
753;13.75;;U R F' L2 D2 B2 D' U2 F L2 B' L2 F2 U2 F U2 F' U2 L;2025-11-24 01:07:22;13.75
754;20.10;;R' F D' B2 U' B2 U L2 R2 F2 R2 U' R D' U' L' B' D L2 B2;2025-11-24 22:32:55;20.10
755;15.56;;L2 B' L2 B' D2 B L2 U2 B' U' B2 L' U' B' D2 B D' L F;2025-11-24 22:33:35;15.56
756;19.17;;L B2 U B2 U2 L F2 R' U2 B2 R B2 L' R' B R' F' D R U' L;2025-11-24 22:34:18;19.17
757;18.61;;D2 R2 D2 F2 L F2 R' F2 D2 U2 L' F L' B D' L' B R2 U' B D;2025-11-24 22:35:28;18.61
758;19.77;;L' U2 F2 D2 F2 R2 F' L2 D2 F L U2 R2 B' R' F' D B';2025-11-24 22:36:05;19.77
759;21.89;;F R L2 D2 L2 F2 U2 F L2 U2 R2 D2 F' U2 R B2 R2 U' L' D' R;2025-11-24 22:39:00;21.89
760;15.96;;U' L2 D L2 U B2 D2 L2 B2 D' L R' B U B2 F' L' F L F;2025-11-24 22:39:36;15.96
761;17.79;;R2 U2 B U2 B D2 F D2 U2 L2 B2 F R' D' U' F R U F2 L' R;2025-11-24 22:40:06;17.79
762;21.51;;U R' D2 L2 D2 F2 R U2 R B2 L2 B2 D2 B R' D' F U2 R' U' B';2025-11-24 22:40:37;21.51
763;26.68;;L F' L2 F2 L2 R2 D2 B U2 F2 R2 U2 L B D B' R2 D' R F' D';2025-11-24 22:41:12;26.68
764;16.38;;D L2 F' D2 R2 D2 B2 L2 U2 R2 D2 F' D L2 R B' L U R2 F2 D';2025-11-24 22:43:02;16.38
765;20.45;;F' R U2 L U L' B' U' L2 D' B2 D' R2 B2 D2 B2 U' B2 F U';2025-11-24 22:43:31;20.45
766;15.45;;B L2 U' R' D' L F U' R2 F2 U' B2 U' B2 D L2 F2 U2 F' D';2025-11-24 22:44:07;15.45
767;17.50;;R2 U' D' F2 R D F2 B' D' R2 F U2 B2 U2 L2 F B' R2 U2 F' R2;2025-11-24 22:46:22;17.50
768;17.92;;L2 U2 F2 L2 U2 B2 F D2 B L2 U2 D L2 B' U' R D B2 L' U R;2025-11-24 22:47:23;17.92
769;18.88;;F L2 B U2 L2 R2 F R2 D2 B U2 F2 D U2 F' U L R2 F' D L2;2025-11-24 22:48:21;18.88
770;21.56;;B2 D2 U2 F' L2 B' D2 U2 R2 U2 B2 R F' L' U F' R' B' L2 D L2;2025-11-24 22:48:54;21.56
771;17.76;;F2 D2 B U2 F' U2 F2 L2 F L2 F2 R' D' L' D' L B' F R;2025-11-24 22:50:10;17.76
772;24.16;;D' F U D2 R D2 B' L2 U' D2 F U2 B' L2 U2 D2 F D2 F' B' R2;2025-11-24 22:50:49;24.16
773;25.82;;F U' B U F2 R F R' B2 D2 B2 R' F2 R' U2 R' U2 B2 R' F;2025-11-24 22:51:38;25.82
774;16.53;;B' U2 B R' F' B' R L' U' F2 R2 B' D2 F' D2 B' U2 B R2 D2;2025-11-24 22:52:19;16.53
775;19.61;;D' R2 D2 L2 F2 L2 R2 U' L2 B2 R2 D B' D R F D2 R2 F' R' D';2025-11-24 22:52:52;19.61
776;24.60;;R2 L U R' F L B U D B U2 R2 B R2 B2 L2 D2 R2 F' D2 L2;2025-11-24 22:55:33;24.60
777;14.94;;R2 B R2 F' D' F' U2 R L2 F2 L2 D R2 B2 U B2 R2 B2 D2 L;2025-11-24 22:56:14;14.94
778;15.63;;F2 D L' D' B2 D' L2 F2 U L2 D2 F2 U' F U L R' B' F' L';2025-11-24 22:56:41;15.63
779;18.73;;B2 R2 B F D2 L2 R2 F L2 B' D F R B' R2 F' U B R2;2025-11-24 22:57:29;18.73
780;16.03;;R' B2 D B2 U B2 U' L2 B2 U' B R2 U F2 D R' B2 D L;2025-11-24 22:58:03;16.03
781;22.37;;D' L F' U2 R2 B R2 B L2 B2 D2 L2 B L2 R' D' B' R U L' B';2025-11-24 22:58:33;22.37
782;14.87;;F U2 F' L2 F R2 B' D2 L2 D2 U2 F' U' L D U' L' B' D2 R2 B';2025-11-24 22:59:07;14.87
783;20.53;;D2 B U2 F U2 B2 F' R2 U2 B' R2 D L U F2 D2 F L' D2 R2 F2;2025-11-24 22:59:36;20.53
784;20.37;;R' D R' U' R U' D L D2 F2 L2 U2 L2 B U2 F' B2 U2 F2 R2;2025-11-24 23:00:16;20.37
785;16.82;;D2 L' U2 L' B2 L R2 D2 R D2 U2 F R' U F D' R' B' F D2;2025-11-24 23:02:54;16.82
786;19.84;;U L' U2 B' D2 U2 L2 F R2 F2 R2 B' R' F' R2 U' F L';2025-11-24 23:03:27;19.84
787;17.79;;F2 R D' R2 L2 D' F U R2 U2 D L2 D B2 U' R' U;2025-11-24 23:04:01;17.79
788;19.00;;D2 F U' D L D B' D2 F2 R' D2 R' B2 R L D2 B' D';2025-11-24 23:04:33;19.00
789;18.56;;D F2 L2 R2 D' L2 U' L2 U2 L2 D2 B U2 B2 U' F' D2 L' R' U' R2;2025-11-24 23:05:06;18.56
790;14.61;;B' R U2 R2 F' D2 U2 R2 D2 B F2 D2 B F' D' F2 L' U' R' D B;2025-11-24 23:05:41;14.61
791;18.91;;F D2 U2 R2 U2 B' L2 F' D2 F R2 L F D' B' L D2 R2 U' F';2025-11-24 23:06:08;18.91
792;21.14;;B2 L2 U B2 R2 U2 B2 D U2 B2 L' R U' L' D B' L F2 D U2;2025-11-24 23:06:41;21.14
793;28.09;;F B R F' R F B2 U L2 U B2 U2 L2 B2 D2 R2 D L' B';2025-11-24 23:07:15;28.09
794;18.22;;U' L2 U2 L' B2 R F2 L2 D2 F2 L D2 R B D U' B R2 B' D2 U2;2025-11-24 23:08:08;18.22
795;17.97;;U' L' D' R2 B2 R2 U' F2 D' F2 U L2 B2 U' B D' R U2 L U' L;2025-11-24 23:08:38;17.97
796;16.52;;F L2 F' R2 D2 B F2 U2 B' L2 U2 D' B' U L2 F2 D2 F' R' F;2025-11-24 23:09:16;16.52
797;17.77;;R B2 U L2 D R2 U2 F2 R2 U F2 L U' B2 L2 B D' B2 F' R;2025-11-24 23:09:46;17.77
798;14.00;;U R D' F' D' L2 F R L D2 L U2 F2 R2 L U2 D2 R U' R;2025-11-24 23:10:18;14.00
799;19.48;;R' D2 L2 F2 D2 L' D2 L' D2 R B2 U2 B' L2 U L' F D2 L2 R B;2025-11-24 23:10:50;19.48
800;18.05;;R2 U2 R2 F R2 F2 D2 L2 F R2 L' F D' L B L' D' L' B U2;2025-11-24 23:11:25;18.05
801;26.66;;D F' U2 L2 F2 L2 B2 R2 D2 F' L2 D2 L F U F2 L' U2 L B;2025-11-25 20:24:25;26.66
802;18.74;;L' B' F2 R2 D2 L2 U2 F2 U' R2 U2 B' D F U R D L B';2025-11-25 20:25:06;18.74
803;22.40;;L2 B2 U2 L2 R2 D' L2 U L2 U2 F2 U' F' R' F R2 F' U' B2 L2 U2;2025-11-25 20:25:48;22.40
804;19.39;;F R' U2 B L' B U' B2 L B D2 B' D2 R2 B2 U2 R2 B' L2 B2;2025-11-25 20:26:27;19.39
805;19.49;;F' R B2 L2 D2 F' R2 U2 B R2 F2 D2 F D' R' U' R2 B R' U2;2025-11-25 20:27:22;19.49
806;22.41;;B2 R2 F' U2 F' U2 L2 B' R2 L' D' U' F' R' B' L' B U L2;2025-11-25 20:27:54;22.41
